longitude,latitude,LST_day,NDVI,NO2,t2m_anomaly,gHM,fire_count,precipitation,SO2,CO,z_LST,z_NDVI,z_NO2,multi_stress,gi_z,gi_p,hotspot_gi,z_t2m
-89.2700814753406,14.934481568548344,297.8516541971015,0.7925559403849629,9.400668578050698e-06,1.2500145374788336,0.2952278280893633,1.0,1245.547684431076,0.0001192069728367,0.0262991070627194,-1.1958423392243998,1.533231445727658,-0.8134313798830944,-3.8326738872724455,-1.1412484258447022,0.001,False,-0.2901687224372934
-89.04550265430768,14.934481568543776,299.69894542257214,0.7495675435950032,9.744331965535629e-06,1.2251895135137465,0.3115753977598782,1.0,1479.5880764722824,4.856328036418844e-05,0.026254876741989,-0.7820177545171373,1.340542168708469,-0.780813101201566,-3.24386761370169,-1.2046719160049462,0.001,False,-0.34049458927451753
-88.8209238332793,14.934481568548568,299.6895020791236,0.7431832498642361,1.25511733785849e-05,1.1193389113618009,0.3415896984695487,1.0,1482.4176003932953,5.592015062672596e-05,0.0263907507575571,-0.7841332237116839,1.3119254945563645,-0.5144060914362011,-3.1655422052644937,-1.33546206741633,0.001,False,-0.5550773955602442
-88.59634501224795,14.934481568543864,302.4560043077232,0.7107811923007302,1.3255224778086078e-05,1.199288792903881,0.2696177140696454,1.7323299976361202,1370.7494367361069,3.892308766949559e-05,0.0275478673892077,-0.16438977446194916,1.1666879534507537,-0.44758214221333964,-2.1716610035325377,-1.2250113365615742,0.001,False,-0.39300113340649495
-88.3717661912167,14.934481568549886,299.0692017227595,0.7471811379955344,1.476784776850336e-05,1.3918850665314486,0.335782476041679,1.0,1423.1464182138443,8.845545621237443e-05,0.0271680477554064,-0.9230910305949728,1.3298454504316064,-0.30401387152089837,-2.559515833865266,-0.9058478311982422,0.001,False,-0.00256548131778829
-88.14718737019055,14.934481568550064,293.3773021206987,0.8292231581487951,9.730049454809109e-06,1.5980209087959258,0.2157898048156413,,1681.1729577183723,4.746890968494754e-06,0.0248631526749249,-2.198173138137663,1.6975869511385542,-0.7821687036082087,-4.262610893192365,-0.8140674753674471,0.002,False,0.4153178996920604
-87.92260854915472,14.934481568544449,301.54111218132545,0.7624848186809859,1.5723788471853036e-05,1.5366964402005088,0.4420081764407776,1.1826869027543565,2014.123012065888,7.116293304873008e-05,0.0281318187536912,-0.369341137321393,1.3984419878047076,-0.21328223876515906,-1.6900658553812906,-0.7635162155591231,0.001,False,0.290999508509969
-87.69802972812805,14.934481568543209,301.8027025155143,0.5978008628492117,1.50776902416083e-05,1.274601443629157,0.1940316553482617,1.9426877470355728,1346.3855229616163,4.596461999474685e-05,0.0296977846002219,-0.31074046303867436,0.6602699517334288,-0.2746056525975076,-1.485941640950304,-0.9724814694555658,0.001,False,-0.24032557358069317
-87.47345090710026,14.934481568546616,302.11454070545915,0.7307836541362448,1.5115840901917653e-05,1.3996801065897908,0.2265931664306456,2.019983223960132,1359.331195473671,2.599154288333393e-05,0.0295681810435266,-0.24088341631507532,1.2563460983804433,-0.27098464170379005,-1.7549773509390998,-1.0872081358417958,0.001,False,0.013236805460208811
-87.2488720860679,14.934481568544962,304.8598281366955,0.6556643576902182,1.1660511460679786e-05,1.3851674463796595,0.3404411004232219,1.394897841394436,1129.0365954637527,1.1992898747376303e-05,0.02817002188658,0.37410755829100284,0.919634706394882,-0.5989418892756714,-1.1606526347441728,-1.1513435529725482,0.001,False,-0.016183597364622333
